P1_Pos, P1_Cash, P1_Props, P2_Pos, P2_Cash, P2_Props
================================================== Simulated Game #0 ==================================================
18, 450, [11, 21, 4, 18], 10, 760, [6, 7, 0, 9, 10]
1, 390, [11, 21, 4, 18, 1], 10, 760, [6, 7, 0, 9, 10]
1, 390, [11, 21, 4, 18, 1], 11, 742, [6, 7, 0, 9, 10]
3, 390, [11, 21, 4, 18, 1], 11, 742, [6, 7, 0, 9, 10]
3, 390, [11, 21, 4, 18, 1], 12, 522, [6, 7, 0, 9, 10, 12]
4, 390, [11, 21, 4, 18, 1], 12, 522, [6, 7, 0, 9, 10, 12]
4, 390, [11, 21, 4, 18, 1], 16, 242, [6, 7, 0, 9, 10, 12, 16]
8, 210, [11, 21, 4, 18, 1, 8], 16, 242, [6, 7, 0, 9, 10, 12, 16]
8, 210, [11, 21, 4, 18, 1, 8], 1, 238, [6, 7, 0, 9, 10, 12, 16]
11, 210, [11, 21, 4, 18, 1, 8], 1, 238, [6, 7, 0, 9, 10, 12, 16]
11, 210, [11, 21, 4, 18, 1, 8], 3, 138, [6, 7, 0, 9, 10, 12, 16, 3]
15, 210, [11, 21, 4, 18, 1, 8], 3, 138, [6, 7, 0, 9, 10, 12, 16, 3]
15, 210, [11, 21, 4, 18, 1, 8], 9, 138, [6, 7, 0, 9, 10, 12, 16, 3]
19, 210, [11, 21, 4, 18, 1, 8], 9, 138, [6, 7, 0, 9, 10, 12, 16, 3]
19, 210, [11, 21, 4, 18, 1, 8], 12, 138, [6, 7, 0, 9, 10, 12, 16, 3]
1, 210, [11, 21, 4, 18, 1, 8], 12, 138, [6, 7, 0, 9, 10, 12, 16, 3]
1, 210, [11, 21, 4, 18, 1, 8], 14, 138, [6, 7, 0, 9, 10, 12, 16, 3]
4, 210, [11, 21, 4, 18, 1, 8], 14, 138, [6, 7, 0, 9, 10, 12, 16, 3]
4, 210, [11, 21, 4, 18, 1, 8], 18, 112, [6, 7, 0, 9, 10, 12, 16, 3]
7, 198, [11, 21, 4, 18, 1, 8], 18, 112, [6, 7, 0, 9, 10, 12, 16, 3]
7, 198, [11, 21, 4, 18, 1, 8], 1, 108, [6, 7, 0, 9, 10, 12, 16, 3]
13, 198, [11, 21, 4, 18, 1, 8], 1, 108, [6, 7, 0, 9, 10, 12, 16, 3]
13, 198, [11, 21, 4, 18, 1, 8], 2, 8, [6, 7, 0, 9, 10, 12, 16, 3, 2]
16, 174, [11, 21, 4, 18, 1, 8], 2, 8, [6, 7, 0, 9, 10, 12, 16, 3, 2]
16, 174, [11, 21, 4, 18, 1, 8], 9, 8, [6, 7, 0, 9, 10, 12, 16, 3, 2]
0, 172, [11, 21, 4, 18, 1, 8], 9, 8, [6, 7, 0, 9, 10, 12, 16, 3, 2]
0, 172, [11, 21, 4, 18, 1, 8], 13, 8, [6, 7, 0, 9, 10, 12, 16, 3, 2]
7, 160, [11, 21, 4, 18, 1, 8], 13, 8, [6, 7, 0, 9, 10, 12, 16, 3, 2]
7, 160, [11, 21, 4, 18, 1, 8], 18, -18, [6, 7, 0, 9, 10, 12, 16, 3, 2]
================================================== Simulated Game #797 ==================================================
0, 1500, [], 0, 1500, []
2, 1400, [2], 0, 1500, []
2, 1400, [2], 3, 1400, [3]
8, 1220, [2, 8], 3, 1400, [3]
8, 1220, [2, 8], 9, 1400, [3]
9, 1220, [2, 8], 9, 1400, [3]
9, 1220, [2, 8], 14, 1140, [3, 14]
14, 1198, [2, 8], 14, 1140, [3, 14]
14, 1198, [2, 8], 20, 790, [3, 14, 20]
15, 938, [2, 8, 15], 20, 790, [3, 14, 20]
15, 938, [2, 8, 15], 21, 790, [3, 14, 20]
20, 903, [2, 8, 15], 21, 790, [3, 14, 20]
20, 903, [2, 8, 15], 1, 790, [3, 14, 20]
21, 903, [2, 8, 15], 1, 790, [3, 14, 20]
21, 903, [2, 8, 15], 8, 776, [3, 14, 20]
3, 897, [2, 8, 15], 8, 776, [3, 14, 20]
3, 897, [2, 8, 15], 11, 776, [3, 14, 20]
6, 757, [2, 8, 15, 6], 11, 776, [3, 14, 20]
6, 757, [2, 8, 15, 6], 17, 776, [3, 14, 20]
9, 757, [2, 8, 15, 6], 17, 776, [3, 14, 20]
9, 757, [2, 8, 15, 6], 20, 776, [3, 14, 20]
11, 537, [2, 8, 15, 6, 11], 20, 776, [3, 14, 20]
11, 537, [2, 8, 15, 6, 11], 21, 776, [3, 14, 20]
13, 297, [2, 8, 15, 6, 11, 13], 21, 776, [3, 14, 20]
13, 297, [2, 8, 15, 6, 11, 13], 6, 766, [3, 14, 20]
15, 297, [2, 8, 15, 6, 11, 13], 6, 766, [3, 14, 20]
15, 297, [2, 8, 15, 6, 11, 13], 12, 546, [3, 14, 20, 12]
19, 297, [2, 8, 15, 6, 11, 13], 12, 546, [3, 14, 20, 12]
19, 297, [2, 8, 15, 6, 11, 13], 14, 546, [3, 14, 20, 12]
3, 291, [2, 8, 15, 6, 11, 13], 14, 546, [3, 14, 20, 12]
3, 291, [2, 8, 15, 6, 11, 13], 19, 546, [3, 14, 20, 12]
10, 291, [2, 8, 15, 6, 11, 13], 19, 546, [3, 14, 20, 12]
10, 291, [2, 8, 15, 6, 11, 13], 1, 486, [3, 14, 20, 12, 1]
13, 291, [2, 8, 15, 6, 11, 13], 1, 486, [3, 14, 20, 12, 1]
13, 291, [2, 8, 15, 6, 11, 13], 3, 486, [3, 14, 20, 12, 1]
14, 269, [2, 8, 15, 6, 11, 13], 3, 486, [3, 14, 20, 12, 1]
14, 269, [2, 8, 15, 6, 11, 13], 9, 486, [3, 14, 20, 12, 1]
19, 269, [2, 8, 15, 6, 11, 13], 9, 486, [3, 14, 20, 12, 1]
19, 269, [2, 8, 15, 6, 11, 13], 15, 464, [3, 14, 20, 12, 1]
4, 149, [2, 8, 15, 6, 11, 13, 4], 15, 464, [3, 14, 20, 12, 1]
4, 149, [2, 8, 15, 6, 11, 13, 4], 0, 404, [3, 14, 20, 12, 1, 0]
6, 149, [2, 8, 15, 6, 11, 13, 4], 0, 404, [3, 14, 20, 12, 1, 0]
6, 149, [2, 8, 15, 6, 11, 13, 4], 7, 244, [3, 14, 20, 12, 1, 0, 7]
13, 149, [2, 8, 15, 6, 11, 13, 4], 7, 244, [3, 14, 20, 12, 1, 0, 7]
13, 149, [2, 8, 15, 6, 11, 13, 4], 9, 64, [3, 14, 20, 12, 1, 0, 7, 9]
18, 149, [2, 8, 15, 6, 11, 13, 4], 9, 64, [3, 14, 20, 12, 1, 0, 7, 9]
18, 149, [2, 8, 15, 6, 11, 13, 4], 15, 42, [3, 14, 20, 12, 1, 0, 7, 9]
19, 149, [2, 8, 15, 6, 11, 13, 4], 15, 42, [3, 14, 20, 12, 1, 0, 7, 9]
19, 149, [2, 8, 15, 6, 11, 13, 4], 20, 42, [3, 14, 20, 12, 1, 0, 7, 9]
1, 141, [2, 8, 15, 6, 11, 13, 4], 20, 42, [3, 14, 20, 12, 1, 0, 7, 9]
1, 141, [2, 8, 15, 6, 11, 13, 4], 21, 42, [3, 14, 20, 12, 1, 0, 7, 9]
2, 141, [2, 8, 15, 6, 11, 13, 4], 21, 42, [3, 14, 20, 12, 1, 0, 7, 9]
2, 141, [2, 8, 15, 6, 11, 13, 4], 5, 42, [3, 14, 20, 12, 1, 0, 7, 9]
3, 135, [2, 8, 15, 6, 11, 13, 4], 5, 42, [3, 14, 20, 12, 1, 0, 7, 9]
3, 135, [2, 8, 15, 6, 11, 13, 4], 10, 42, [3, 14, 20, 12, 1, 0, 7, 9]
7, 123, [2, 8, 15, 6, 11, 13, 4], 10, 42, [3, 14, 20, 12, 1, 0, 7, 9]
7, 123, [2, 8, 15, 6, 11, 13, 4], 14, 42, [3, 14, 20, 12, 1, 0, 7, 9]
10, 123, [2, 8, 15, 6, 11, 13, 4], 14, 42, [3, 14, 20, 12, 1, 0, 7, 9]
10, 123, [2, 8, 15, 6, 11, 13, 4], 21, 42, [3, 14, 20, 12, 1, 0, 7, 9]
13, 123, [2, 8, 15, 6, 11, 13, 4], 21, 42, [3, 14, 20, 12, 1, 0, 7, 9]
13, 123, [2, 8, 15, 6, 11, 13, 4], 0, 42, [3, 14, 20, 12, 1, 0, 7, 9]
15, 123, [2, 8, 15, 6, 11, 13, 4], 0, 42, [3, 14, 20, 12, 1, 0, 7, 9]
15, 123, [2, 8, 15, 6, 11, 13, 4], 2, 36, [3, 14, 20, 12, 1, 0, 7, 9]
17, 123, [2, 8, 15, 6, 11, 13, 4], 2, 36, [3, 14, 20, 12, 1, 0, 7, 9]
17, 123, [2, 8, 15, 6, 11, 13, 4], 5, 36, [3, 14, 20, 12, 1, 0, 7, 9]
21, 123, [2, 8, 15, 6, 11, 13, 4], 5, 36, [3, 14, 20, 12, 1, 0, 7, 9]
21, 123, [2, 8, 15, 6, 11, 13, 4], 7, 36, [3, 14, 20, 12, 1, 0, 7, 9]
2, 123, [2, 8, 15, 6, 11, 13, 4], 7, 36, [3, 14, 20, 12, 1, 0, 7, 9]
2, 123, [2, 8, 15, 6, 11, 13, 4], 12, 36, [3, 14, 20, 12, 1, 0, 7, 9]
3, 117, [2, 8, 15, 6, 11, 13, 4], 12, 36, [3, 14, 20, 12, 1, 0, 7, 9]
3, 117, [2, 8, 15, 6, 11, 13, 4], 15, 14, [3, 14, 20, 12, 1, 0, 7, 9]
8, 117, [2, 8, 15, 6, 11, 13, 4], 15, 14, [3, 14, 20, 12, 1, 0, 7, 9]
8, 117, [2, 8, 15, 6, 11, 13, 4], 17, 14, [3, 14, 20, 12, 1, 0, 7, 9]
11, 117, [2, 8, 15, 6, 11, 13, 4], 17, 14, [3, 14, 20, 12, 1, 0, 7, 9]
11, 117, [2, 8, 15, 6, 11, 13, 4], 21, 14, [3, 14, 20, 12, 1, 0, 7, 9]
17, 117, [2, 8, 15, 6, 11, 13, 4], 21, 14, [3, 14, 20, 12, 1, 0, 7, 9]
17, 117, [2, 8, 15, 6, 11, 13, 4], 6, 4, [3, 14, 20, 12, 1, 0, 7, 9]
21, 117, [2, 8, 15, 6, 11, 13, 4], 6, 4, [3, 14, 20, 12, 1, 0, 7, 9]
21, 117, [2, 8, 15, 6, 11, 13, 4], 8, -10, [3, 14, 20, 12, 1, 0, 7, 9]
================================================== Simulated Game #798 ==================================================
0, 1500, [], 0, 1500, []
5, 1500, [], 0, 1500, []
5, 1500, [], 4, 1500, []
10, 1500, [], 4, 1500, []
10, 1500, [], 7, 1340, [7]
12, 1500, [], 7, 1340, [7]
12, 1500, [], 8, 1340, [7]
15, 1500, [], 8, 1340, [7]
15, 1500, [], 13, 1340, [7]
21, 1100, [21], 13, 1340, [7]
21, 1100, [21], 15, 1340, [7]
1, 1040, [21, 1], 15, 1340, [7]
1, 1040, [21, 1], 18, 1340, [7]
6, 900, [21, 1, 6], 18, 1340, [7]
6, 900, [21, 1, 6], 19, 1340, [7]
11, 680, [21, 1, 6, 11], 19, 1340, [7]
11, 680, [21, 1, 6, 11], 3, 1240, [7, 3]
13, 680, [21, 1, 6, 11], 3, 1240, [7, 3]
13, 680, [21, 1, 6, 11], 8, 1060, [7, 3, 8]
14, 680, [21, 1, 6, 11], 8, 1060, [7, 3, 8]
14, 680, [21, 1, 6, 11], 12, 840, [7, 3, 8, 12]
17, 380, [21, 1, 6, 11, 17], 12, 840, [7, 3, 8, 12]
17, 380, [21, 1, 6, 11, 17], 13, 600, [7, 3, 8, 12, 13]
2, 280, [21, 1, 6, 11, 17, 2], 13, 600, [7, 3, 8, 12, 13]
2, 280, [21, 1, 6, 11, 17, 2], 18, 300, [7, 3, 8, 12, 13, 18]
7, 268, [21, 1, 6, 11, 17, 2], 18, 300, [7, 3, 8, 12, 13, 18]
7, 268, [21, 1, 6, 11, 17, 2], 2, 294, [7, 3, 8, 12, 13, 18]
14, 268, [21, 1, 6, 11, 17, 2], 2, 294, [7, 3, 8, 12, 13, 18]
14, 268, [21, 1, 6, 11, 17, 2], 3, 294, [7, 3, 8, 12, 13, 18]
18, 242, [21, 1, 6, 11, 17, 2], 3, 294, [7, 3, 8, 12, 13, 18]
18, 242, [21, 1, 6, 11, 17, 2], 9, 114, [7, 3, 8, 12, 13, 18, 9]
20, 242, [21, 1, 6, 11, 17, 2], 9, 114, [7, 3, 8, 12, 13, 18, 9]
20, 242, [21, 1, 6, 11, 17, 2], 10, 114, [7, 3, 8, 12, 13, 18, 9]
3, 236, [21, 1, 6, 11, 17, 2], 10, 114, [7, 3, 8, 12, 13, 18, 9]
3, 236, [21, 1, 6, 11, 17, 2], 17, 88, [7, 3, 8, 12, 13, 18, 9]
5, 96, [21, 1, 6, 11, 17, 2, 5], 17, 88, [7, 3, 8, 12, 13, 18, 9]
5, 96, [21, 1, 6, 11, 17, 2, 5], 0, 28, [7, 3, 8, 12, 13, 18, 9, 0]
9, 82, [21, 1, 6, 11, 17, 2, 5], 0, 28, [7, 3, 8, 12, 13, 18, 9, 0]
9, 82, [21, 1, 6, 11, 17, 2, 5], 6, 18, [7, 3, 8, 12, 13, 18, 9, 0]
15, 82, [21, 1, 6, 11, 17, 2, 5], 6, 18, [7, 3, 8, 12, 13, 18, 9, 0]
15, 82, [21, 1, 6, 11, 17, 2, 5], 12, 18, [7, 3, 8, 12, 13, 18, 9, 0]
17, 82, [21, 1, 6, 11, 17, 2, 5], 12, 18, [7, 3, 8, 12, 13, 18, 9, 0]
17, 82, [21, 1, 6, 11, 17, 2, 5], 14, 18, [7, 3, 8, 12, 13, 18, 9, 0]
2, 82, [21, 1, 6, 11, 17, 2, 5], 14, 18, [7, 3, 8, 12, 13, 18, 9, 0]
2, 82, [21, 1, 6, 11, 17, 2, 5], 19, 18, [7, 3, 8, 12, 13, 18, 9, 0]
3, 76, [21, 1, 6, 11, 17, 2, 5], 19, 18, [7, 3, 8, 12, 13, 18, 9, 0]
3, 76, [21, 1, 6, 11, 17, 2, 5], 1, 14, [7, 3, 8, 12, 13, 18, 9, 0]
6, 76, [21, 1, 6, 11, 17, 2, 5], 1, 14, [7, 3, 8, 12, 13, 18, 9, 0]
6, 76, [21, 1, 6, 11, 17, 2, 5], 3, 14, [7, 3, 8, 12, 13, 18, 9, 0]
9, 62, [21, 1, 6, 11, 17, 2, 5], 3, 14, [7, 3, 8, 12, 13, 18, 9, 0]
9, 62, [21, 1, 6, 11, 17, 2, 5], 6, 4, [7, 3, 8, 12, 13, 18, 9, 0]
16, 62, [21, 1, 6, 11, 17, 2, 5], 6, 4, [7, 3, 8, 12, 13, 18, 9, 0]
16, 62, [21, 1, 6, 11, 17, 2, 5], 13, 4, [7, 3, 8, 12, 13, 18, 9, 0]
21, 62, [21, 1, 6, 11, 17, 2, 5], 13, 4, [7, 3, 8, 12, 13, 18, 9, 0]
21, 62, [21, 1, 6, 11, 17, 2, 5], 16, 4, [7, 3, 8, 12, 13, 18, 9, 0]
5, 62, [21, 1, 6, 11, 17, 2, 5], 16, 4, [7, 3, 8, 12, 13, 18, 9, 0]
5, 62, [21, 1, 6, 11, 17, 2, 5], 21, -46, [7, 3, 8, 12, 13, 18, 9, 0]
================================================== Simulated Game #799 ==================================================
0, 1500, [], 0, 1500, []
5, 1360, [5], 0, 1500, []
5, 1360, [5], 6, 1500, []
12, 1360, [5], 6, 1500, []
12, 1360, [5], 11, 1280, [11]
15, 1100, [5, 15], 11, 1280, [11]
15, 1100, [5, 15], 15, 1258, [11]
17, 1100, [5, 15], 15, 1258, [11]
17, 1100, [5, 15], 0, 1258, [11]
18, 1100, [5, 15], 0, 1258, [11]
18, 1100, [5, 15], 3, 1158, [11, 3]
1, 1040, [5, 15, 1], 3, 1158, [11, 3]
1, 1040, [5, 15, 1], 4, 1038, [11, 3, 4]
7, 880, [5, 15, 1, 7], 4, 1038, [11, 3, 4]
7, 880, [5, 15, 1, 7], 10, 1038, [11, 3, 4]
11, 862, [5, 15, 1, 7], 10, 1038, [11, 3, 4]
11, 862, [5, 15, 1, 7], 15, 1016, [11, 3, 4]
17, 862, [5, 15, 1, 7], 15, 1016, [11, 3, 4]
17, 862, [5, 15, 1, 7], 0, 956, [11, 3, 4, 0]
19, 542, [5, 15, 1, 7, 19], 0, 956, [11, 3, 4, 0]
19, 542, [5, 15, 1, 7, 19], 7, 944, [11, 3, 4, 0]
3, 536, [5, 15, 1, 7, 19], 7, 944, [11, 3, 4, 0]
3, 536, [5, 15, 1, 7, 19], 8, 764, [11, 3, 4, 0, 8]
7, 536, [5, 15, 1, 7, 19], 8, 764, [11, 3, 4, 0, 8]
7, 536, [5, 15, 1, 7, 19], 15, 742, [11, 3, 4, 0, 8]
14, 276, [5, 15, 1, 7, 19, 14], 15, 742, [11, 3, 4, 0, 8]
14, 276, [5, 15, 1, 7, 19, 14], 0, 742, [11, 3, 4, 0, 8]
20, 276, [5, 15, 1, 7, 19, 14], 0, 742, [11, 3, 4, 0, 8]
20, 276, [5, 15, 1, 7, 19, 14], 6, 602, [11, 3, 4, 0, 8, 6]
5, 276, [5, 15, 1, 7, 19, 14], 6, 602, [11, 3, 4, 0, 8, 6]
5, 276, [5, 15, 1, 7, 19, 14], 8, 602, [11, 3, 4, 0, 8, 6]
10, 276, [5, 15, 1, 7, 19, 14], 8, 602, [11, 3, 4, 0, 8, 6]
10, 276, [5, 15, 1, 7, 19, 14], 12, 382, [11, 3, 4, 0, 8, 6, 12]
14, 276, [5, 15, 1, 7, 19, 14], 12, 382, [11, 3, 4, 0, 8, 6, 12]
14, 276, [5, 15, 1, 7, 19, 14], 14, 360, [11, 3, 4, 0, 8, 6, 12]
18, 276, [5, 15, 1, 7, 19, 14], 14, 360, [11, 3, 4, 0, 8, 6, 12]
18, 276, [5, 15, 1, 7, 19, 14], 17, 360, [11, 3, 4, 0, 8, 6, 12]
1, 276, [5, 15, 1, 7, 19, 14], 17, 360, [11, 3, 4, 0, 8, 6, 12]
1, 276, [5, 15, 1, 7, 19, 14], 18, 360, [11, 3, 4, 0, 8, 6, 12]
2, 276, [5, 15, 1, 7, 19, 14], 18, 360, [11, 3, 4, 0, 8, 6, 12]
2, 276, [5, 15, 1, 7, 19, 14], 20, 10, [11, 3, 4, 0, 8, 6, 12, 20]
9, 276, [5, 15, 1, 7, 19, 14], 20, 10, [11, 3, 4, 0, 8, 6, 12, 20]
9, 276, [5, 15, 1, 7, 19, 14], 3, 10, [11, 3, 4, 0, 8, 6, 12, 20]
11, 258, [5, 15, 1, 7, 19, 14], 3, 10, [11, 3, 4, 0, 8, 6, 12, 20]
11, 258, [5, 15, 1, 7, 19, 14], 5, 0, [11, 3, 4, 0, 8, 6, 12, 20]
12, 240, [5, 15, 1, 7, 19, 14], 5, 0, [11, 3, 4, 0, 8, 6, 12, 20]
12, 240, [5, 15, 1, 7, 19, 14], 10, 0, [11, 3, 4, 0, 8, 6, 12, 20]
18, 240, [5, 15, 1, 7, 19, 14], 10, 0, [11, 3, 4, 0, 8, 6, 12, 20]
18, 240, [5, 15, 1, 7, 19, 14], 13, 0, [11, 3, 4, 0, 8, 6, 12, 20]
21, 240, [5, 15, 1, 7, 19, 14], 13, 0, [11, 3, 4, 0, 8, 6, 12, 20]
21, 240, [5, 15, 1, 7, 19, 14], 14, -22, [11, 3, 4, 0, 8, 6, 12, 20]
================================================== Simulated Game #800 ==================================================
0, 1500, [], 0, 1500, []
1, 1500, [], 0, 1500, []
1, 1500, [], 2, 1500, []
6, 1360, [6], 2, 1500, []
6, 1360, [6], 8, 1320, [8]
8, 1346, [6], 8, 1320, [8]
8, 1346, [6], 15, 1060, [8, 15]
14, 1086, [6, 14], 15, 1060, [8, 15]
14, 1086, [6, 14], 20, 1060, [8, 15]
20, 736, [6, 14, 20], 20, 1060, [8, 15]
20, 736, [6, 14, 20], 21, 1060, [8, 15]
5, 736, [6, 14, 20], 21, 1060, [8, 15]
5, 736, [6, 14, 20], 6, 1050, [8, 15]
6, 736, [6, 14, 20], 6, 1050, [8, 15]
6, 736, [6, 14, 20], 11, 1050, [8, 15]
7, 576, [6, 14, 20, 7], 11, 1050, [8, 15]
7, 576, [6, 14, 20, 7], 13, 1050, [8, 15]
12, 576, [6, 14, 20, 7], 13, 1050, [8, 15]
12, 576, [6, 14, 20, 7], 18, 750, [8, 15, 18]
13, 576, [6, 14, 20, 7], 18, 750, [8, 15, 18]
13, 576, [6, 14, 20, 7], 21, 750, [8, 15, 18]
16, 296, [6, 14, 20, 7, 16], 21, 750, [8, 15, 18]
16, 296, [6, 14, 20, 7, 16], 3, 750, [8, 15, 18]
19, 296, [6, 14, 20, 7, 16], 3, 750, [8, 15, 18]
19, 296, [6, 14, 20, 7, 16], 8, 750, [8, 15, 18]
3, 296, [6, 14, 20, 7, 16], 8, 750, [8, 15, 18]
3, 296, [6, 14, 20, 7, 16], 15, 750, [8, 15, 18]
8, 282, [6, 14, 20, 7, 16], 15, 750, [8, 15, 18]
8, 282, [6, 14, 20, 7, 16], 19, 750, [8, 15, 18]
15, 260, [6, 14, 20, 7, 16], 19, 750, [8, 15, 18]
15, 260, [6, 14, 20, 7, 16], 21, 350, [8, 15, 18, 21]
16, 260, [6, 14, 20, 7, 16], 21, 350, [8, 15, 18, 21]
16, 260, [6, 14, 20, 7, 16], 3, 350, [8, 15, 18, 21]
0, 200, [6, 14, 20, 7, 16, 0], 3, 350, [8, 15, 18, 21]
0, 200, [6, 14, 20, 7, 16, 0], 9, 350, [8, 15, 18, 21]
5, 60, [6, 14, 20, 7, 16, 0, 5], 9, 350, [8, 15, 18, 21]
5, 60, [6, 14, 20, 7, 16, 0, 5], 13, 110, [8, 15, 18, 21, 13]
10, 60, [6, 14, 20, 7, 16, 0, 5], 13, 110, [8, 15, 18, 21, 13]
10, 60, [6, 14, 20, 7, 16, 0, 5], 16, 86, [8, 15, 18, 21, 13]
13, 40, [6, 14, 20, 7, 16, 0, 5], 16, 86, [8, 15, 18, 21, 13]
13, 40, [6, 14, 20, 7, 16, 0, 5], 20, 51, [8, 15, 18, 21, 13]
18, 14, [6, 14, 20, 7, 16, 0, 5], 20, 51, [8, 15, 18, 21, 13]
18, 14, [6, 14, 20, 7, 16, 0, 5], 1, 51, [8, 15, 18, 21, 13]
3, 14, [6, 14, 20, 7, 16, 0, 5], 1, 51, [8, 15, 18, 21, 13]
3, 14, [6, 14, 20, 7, 16, 0, 5], 4, 51, [8, 15, 18, 21, 13]
6, 14, [6, 14, 20, 7, 16, 0, 5], 4, 51, [8, 15, 18, 21, 13]
6, 14, [6, 14, 20, 7, 16, 0, 5], 7, 27, [8, 15, 18, 21, 13]
11, 14, [6, 14, 20, 7, 16, 0, 5], 7, 27, [8, 15, 18, 21, 13]
11, 14, [6, 14, 20, 7, 16, 0, 5], 9, 27, [8, 15, 18, 21, 13]
13, -6, [6, 14, 20, 7, 16, 0, 5], 9, 27, [8, 15, 18, 21, 13]
================================================== Simulated Game #801 ==================================================
0, 1500, [], 0, 1500, []
5, 1360, [5], 0, 1500, []
5, 1360, [5], 4, 1500, []
7, 1360, [5], 4, 1500, []
7, 1360, [5], 6, 1500, []
12, 1360, [5], 6, 1500, []
12, 1360, [5], 10, 1300, [10]
16, 1360, [5], 10, 1300, [10]
16, 1360, [5], 13, 1060, [10, 13]
0, 1300, [5, 0], 13, 1060, [10, 13]
0, 1300, [5, 0], 17, 760, [10, 13, 17]
3, 1200, [5, 0, 3], 17, 760, [10, 13, 17]
3, 1200, [5, 0, 3], 20, 410, [10, 13, 17, 20]
10, 1184, [5, 0, 3], 20, 410, [10, 13, 17, 20]
10, 1184, [5, 0, 3], 2, 310, [10, 13, 17, 20, 2]
14, 924, [5, 0, 3, 14], 2, 310, [10, 13, 17, 20, 2]
14, 924, [5, 0, 3, 14], 8, 130, [10, 13, 17, 20, 2, 8]
18, 624, [5, 0, 3, 14, 18], 8, 130, [10, 13, 17, 20, 2, 8]
18, 624, [5, 0, 3, 14, 18], 13, 130, [10, 13, 17, 20, 2, 8]
2, 618, [5, 0, 3, 14, 18], 13, 130, [10, 13, 17, 20, 2, 8]
2, 618, [5, 0, 3, 14, 18], 18, 104, [10, 13, 17, 20, 2, 8]
6, 618, [5, 0, 3, 14, 18], 18, 104, [10, 13, 17, 20, 2, 8]
6, 618, [5, 0, 3, 14, 18], 2, 104, [10, 13, 17, 20, 2, 8]
10, 602, [5, 0, 3, 14, 18], 2, 104, [10, 13, 17, 20, 2, 8]
10, 602, [5, 0, 3, 14, 18], 3, 98, [10, 13, 17, 20, 2, 8]
11, 382, [5, 0, 3, 14, 18, 11], 3, 98, [10, 13, 17, 20, 2, 8]
11, 382, [5, 0, 3, 14, 18, 11], 5, 88, [10, 13, 17, 20, 2, 8]
13, 362, [5, 0, 3, 14, 18, 11], 5, 88, [10, 13, 17, 20, 2, 8]
13, 362, [5, 0, 3, 14, 18, 11], 7, 88, [10, 13, 17, 20, 2, 8]
14, 362, [5, 0, 3, 14, 18, 11], 7, 88, [10, 13, 17, 20, 2, 8]
14, 362, [5, 0, 3, 14, 18, 11], 10, 88, [10, 13, 17, 20, 2, 8]
17, 336, [5, 0, 3, 14, 18, 11], 10, 88, [10, 13, 17, 20, 2, 8]
17, 336, [5, 0, 3, 14, 18, 11], 14, 66, [10, 13, 17, 20, 2, 8]
18, 336, [5, 0, 3, 14, 18, 11], 14, 66, [10, 13, 17, 20, 2, 8]
18, 336, [5, 0, 3, 14, 18, 11], 17, 66, [10, 13, 17, 20, 2, 8]
0, 336, [5, 0, 3, 14, 18, 11], 17, 66, [10, 13, 17, 20, 2, 8]
0, 336, [5, 0, 3, 14, 18, 11], 0, 64, [10, 13, 17, 20, 2, 8]
4, 336, [5, 0, 3, 14, 18, 11], 0, 64, [10, 13, 17, 20, 2, 8]
4, 336, [5, 0, 3, 14, 18, 11], 3, 58, [10, 13, 17, 20, 2, 8]
10, 320, [5, 0, 3, 14, 18, 11], 3, 58, [10, 13, 17, 20, 2, 8]
10, 320, [5, 0, 3, 14, 18, 11], 8, 58, [10, 13, 17, 20, 2, 8]
11, 320, [5, 0, 3, 14, 18, 11], 8, 58, [10, 13, 17, 20, 2, 8]
11, 320, [5, 0, 3, 14, 18, 11], 13, 58, [10, 13, 17, 20, 2, 8]
14, 320, [5, 0, 3, 14, 18, 11], 13, 58, [10, 13, 17, 20, 2, 8]
14, 320, [5, 0, 3, 14, 18, 11], 16, 58, [10, 13, 17, 20, 2, 8]
20, 285, [5, 0, 3, 14, 18, 11], 16, 58, [10, 13, 17, 20, 2, 8]
20, 285, [5, 0, 3, 14, 18, 11], 18, 32, [10, 13, 17, 20, 2, 8]
5, 285, [5, 0, 3, 14, 18, 11], 18, 32, [10, 13, 17, 20, 2, 8]
5, 285, [5, 0, 3, 14, 18, 11], 3, 26, [10, 13, 17, 20, 2, 8]
12, 285, [5, 0, 3, 14, 18, 11], 3, 26, [10, 13, 17, 20, 2, 8]
12, 285, [5, 0, 3, 14, 18, 11], 7, 26, [10, 13, 17, 20, 2, 8]
17, 259, [5, 0, 3, 14, 18, 11], 7, 26, [10, 13, 17, 20, 2, 8]
17, 259, [5, 0, 3, 14, 18, 11], 13, 26, [10, 13, 17, 20, 2, 8]
21, 259, [5, 0, 3, 14, 18, 11], 13, 26, [10, 13, 17, 20, 2, 8]
21, 259, [5, 0, 3, 14, 18, 11], 17, 26, [10, 13, 17, 20, 2, 8]
2, 253, [5, 0, 3, 14, 18, 11], 17, 26, [10, 13, 17, 20, 2, 8]
2, 253, [5, 0, 3, 14, 18, 11], 20, 26, [10, 13, 17, 20, 2, 8]
4, 253, [5, 0, 3, 14, 18, 11], 20, 26, [10, 13, 17, 20, 2, 8]
4, 253, [5, 0, 3, 14, 18, 11], 1, 26, [10, 13, 17, 20, 2, 8]
11, 253, [5, 0, 3, 14, 18, 11], 1, 26, [10, 13, 17, 20, 2, 8]
